"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"497","Jordan Szwarz","BOS","R","12","138.11666666667","0","3","2","1","3","60.00","19","0.00","1.63","23","21","15","7","0","4","2","1","1","0","0","1","1","3","9","25","8","28","42","40.00"
"521","Phil Varone","BUF, OTT","C","13","106.7","1","2","2","0","3","100.00","3","33.33","0.47","8","6","5","2","0","0","4","2","2","0","0","2","4","4","7","4","7","25","20","55.56"
"535","Shane Harper","FLA","R","14","144.2","2","1","1","0","3","100.00","13","15.38","1.2","23","18","14","5","2","1","18","6","4","2","0","7","3","4","19","13","0","0","0","-"
"556","Michael Bournival","T.B","L","24","239.53333333333","2","1","0","1","3","100.00","30","6.67","2.57","53","46","32","16","7","2","2","1","1","0","0","1","3","7","39","35","13","1","2","33.33"
"603","Stanislav Galiev","WSH","R","24","218.88333333333","0","3","3","0","3","42.86","30","0.00","2.4","56","46","34","7","3","1","4","2","2","0","0","1","8","6","14","21","4","0","0","-"
"622","Marek Hrivik","CGY, NYR","L","24","245.81666666667","0","3","1","2","3","37.50","20","0.00","2.5","38","31","21","15","2","0","2","1","1","0","0","2","9","6","29","32","7","35","51","40.70"
"637","Paul Thompson","FLA, N.J","R","24","203.48333333333","0","3","1","2","3","60.00","22","0.00","1.16","34","28","17","5","3","1","24","9","7","2","0","4","2","5","51","22","16","0","1","0.00"
"651","Rob O'Gara","BOS, NYR","D","33","513.41666666667","0","3","2","1","3","17.65","23","0.00","1.16","64","38","19","3","1","6","6","3","3","0","0","4","9","4","45","32","51","0","0","-"
"662","Michael Mersch","L.A","L","17","176.46666666667","1","2","1","1","3","60.00","23","4.35","1.55","33","32","15","9","0","1","0","0","0","0","0","2","3","3","26","21","10","1","3","25.00"
"665","Blake Pietila","N.J","L","19","233.51666666667","1","2","2","0","3","60.00","20","5.00","1.14","37","27","13","4","0","1","6","3","3","0","0","4","2","6","40","30","8","23","22","51.11"
"755","Tomas Hyka","VGK","R","10","120.53333333333","1","2","2","0","3","60.00","15","6.67","1.45","20","17","15","8","1","0","0","0","0","0","0","3","4","5","6","13","3","0","0","-"
"763","Karl Stollery","N.J","D","11","186.1","0","3","0","3","3","37.50","11","0.00","0.53","23","16","5","1","1","0","13","5","4","1","0","5","6","3","26","15","16","0","0","-"
"783","Stefan Matteau","MTL, N.J, VGK","C","40","394.66666666667","1","2","1","1","3","60.00","35","2.86","3.57","72","51","32","15","3","7","17","7","6","1","0","9","12","7","75","59","8","1","1","50.00"
"789","Jordan Schmaltz","STL","D","22","271.7","0","3","2","1","3","30.00","10","0.00","0.24","22","13","2","0","0","0","10","5","5","0","0","1","6","1","8","18","22","0","0","-"
"809","Scott Kosmachuk","WPG","R","8","92.266666666667","0","3","2","1","3","100.00","9","0.00","0.88","12","11","6","4","0","1","2","1","1","0","0","0","2","1","7","12","2","0","0","-"
"873","Andreas Johnsson","TOR","L","9","105.3","2","1","0","1","3","42.86","19","10.53","1.81","27","23","19","12","2","0","0","0","0","0","0","2","5","4","5","14","5","2","4","33.33"
"881","Hudson Fasching","BUF","R","22","233.23333333333","1","2","2","0","3","60.00","16","6.25","2.2","34","28","25","14","1","2","8","4","4","0","0","3","3","5","32","14","5","0","0","-"
"920","Carl Dahlstrom","CHI","D","11","192.65","0","3","2","1","3","33.33","12","0.00","0.5","30","15","16","2","2","5","0","0","0","0","0","0","7","2","6","20","9","1","0","100.00"
"960","Trevor Murphy","ARI","D","8","113.88333333333","1","2","0","2","3","50.00","5","20.00","0.22","14","9","3","0","0","1","0","0","0","0","0","1","3","3","6","13","9","0","0","-"
"1016","Roland McKeown","CAR","D","10","134.1","0","3","0","3","3","37.50","7","0.00","0.14","26","12","6","1","0","0","19","4","2","1","1","2","3","1","3","21","5","0","0","-"
"1022","Warren Foegele","CAR","L","2","23.85","2","1","1","0","3","100.00","6","33.33","0.45","8","7","4","2","2","1","0","0","0","0","0","0","0","1","5","5","1","0","0","-"
"1027","Lucas Wallmark","CAR","C","19","191.36666666667","1","2","0","2","3","60.00","27","3.70","2.43","45","35","27","15","4","5","4","2","2","0","0","1","5","7","27","16","4","69","58","54.33"
"1038","Sammy Blais","STL","L","11","118.5","1","2","0","2","3","50.00","9","11.11","1.53","20","17","15","5","2","1","6","3","3","0","0","1","5","1","15","15","2","0","0","-"
"1039","Dylan Sikura","CHI","R","5","67","0","3","1","2","3","60.00","9","0.00","0.45","15","10","6","2","0","0","0","0","0","0","0","0","0","3","0","3","2","0","1","0.00"
"1043","Joe Hicketts","DET","D","5","86.733333333333","0","3","1","2","3","42.86","2","0.00","0.2","15","7","0","0","1","0","2","1","1","0","0","3","5","1","9","9","12","0","0","-"
"1079","Noah Juulsen","MTL","D","23","446.73333333333","1","2","1","1","3","21.43","33","3.03","1.02","70","41","11","2","1","2","4","2","2","0","0","3","22","6","58","50","34","0","0","-"
"1096","Gabriel Carlsson","CBJ","D","16","192.86666666667","0","3","0","3","3","42.86","21","0.00","0.53","32","23","5","0","0","2","4","2","2","0","0","0","4","2","15","14","12","0","0","-"
"1112","Andrei Mironov","COL","D","10","110.46666666667","1","2","0","2","3","75.00","3","33.33","0.11","9","4","2","1","2","0","12","6","6","0","0","0","3","1","19","8","16","0","0","-"
"1114","Christian Wolanin","OTT","D","10","146.46666666667","1","2","0","2","3","50.00","14","7.14","0.68","20","16","8","1","0","1","0","0","0","0","0","0","5","3","5","9","5","0","0","-"
"1122","Sergei Plotnikov","ARI, PIT","L","45","444.53333333333","0","3","2","1","3","42.86","41","0.00","3.69","78","62","43","20","2","3","24","12","12","0","0","10","15","12","107","66","10","1","1","50.00"
"1170","Kailer Yamamoto","EDM","R","9","136.43333333333","0","3","1","2","3","75.00","23","0.00","3.19","41","31","29","17","2","7","2","1","1","0","0","4","8","5","6","9","3","0","1","0.00"
"1178","Filip Chytil","NYR","C","9","122.48333333333","1","2","1","1","3","100.00","21","4.76","2.31","31","27","21","15","0","4","4","2","2","0","0","1","3","1","3","15","1","28","48","36.84"
"59","Travis Moen","DAL","L","23","188.41666666667","0","2","1","1","2","66.67","12","0.00","0.71","17","15","12","5","2","0","21","5","3","1","1","6","4","4","30","20","13","4","1","80.00"
"97","Matt Greene","L.A","D","29","377.98333333333","1","1","0","1","2","20.00","17","5.88","0.39","54","28","5","0","0","3","27","12","11","1","0","3","20","3","76","41","28","0","0","-"
"144","Colin McDonald","PHI","R","8","67.783333333333","2","0","0","0","2","100.00","9","22.22","0.93","12","12","6","4","0","0","7","2","1","1","0","1","0","0","25","10","1","0","1","0.00"
"356","Dustin Jeffrey","ARI","L","7","79.85","1","1","1","0","2","40.00","5","20.00","0.31","6","5","5","1","1","0","2","1","1","0","0","1","0","0","2","2","1","35","23","60.34"
"475","David Rundblad","CHI","D","9","129.35","0","2","0","2","2","50.00","13","0.00","0.63","25","18","4","1","0","1","6","3","3","0","0","2","12","4","3","16","3","0","0","-"
"512","Seth Helgeson","N.J","D","28","386.38333333333","1","1","1","0","2","33.33","12","8.33","0.69","33","26","5","0","0","1","32","10","6","4","0","6","8","2","62","31","34","0","0","-"
"527","Justin Dowling","DAL","C","9","94.233333333333","0","2","1","1","2","66.67","11","0.00","0.93","21","14","15","6","0","0","2","1","1","0","0","0","1","3","1","8","0","38","31","55.07"
"533","Andrew Agozzino","COL","L","9","77.05","0","2","0","2","2","100.00","3","0.00","0.29","11","5","4","3","1","0","0","0","0","0","0","1","1","0","8","5","4","24","21","53.33"
"546","Justin Holl","TOR","D","2","34.716666666667","2","0","0","0","2","40.00","2","100.00","0.06","4","4","1","0","0","0","0","0","0","0","0","0","1","0","2","7","3","0","0","-"
"560","Christian Thomas","ARI, MTL","L","6","53.633333333333","0","2","2","0","2","100.00","9","0.00","0.24","12","9","3","1","0","0","2","1","1","0","0","0","1","1","5","9","1","0","0","-"
"581","Petter Granberg","NSH","D","37","466.7","0","2","2","0","2","12.50","16","0.00","0.4","28","22","3","0","0","2","23","10","9","1","0","4","8","0","65","46","35","0","0","-"
"602","Julian Melchiori","WPG","D","29","480.16666666667","0","2","1","1","2","12.50","27","0.00","0.57","54","39","6","0","0","0","8","4","4","0","0","3","23","6","48","31","40","0","0","-"
"687","Andy Welinski","ANA","D","7","113.21666666667","0","2","1","1","2","100.00","6","0.00","0.35","14","12","2","0","0","1","0","0","0","0","0","0","5","1","4","7","8","0","0","-"
"717","Lucas Lessio","MTL","L","12","125.7","1","1","0","1","2","50.00","14","7.14","1.24","24","18","18","8","2","1","2","1","1","0","0","2","2","2","24","17","5","0","2","0.00"
"730","Duncan Siemens","COL","D","19","234.03333333333","1","1","0","1","2","50.00","16","6.25","0.79","34","23","6","0","1","0","25","7","5","1","1","4","7","2","32","25","22","0","0","-"
"760","Brian O'Neill","N.J","R","22","227.95","0","2","1","1","2","50.00","14","0.00","1.35","24","18","14","5","0","1","8","4","4","0","0","3","3","4","36","29","9","2","4","33.33"
"801","Patrick Sieloff","CGY, OTT","D","2","29.166666666667","2","0","0","0","2","100.00","4","50.00","0.06","7","4","1","0","0","0","2","1","1","0","0","0","0","0","4","1","3","0","0","-"
"826","Dominic Toninato","COL","C","37","292.21666666667","0","2","1","1","2","28.57","25","0.00","2.38","51","36","31","12","5","6","12","6","6","0","0","9","4","3","24","47","14","83","116","41.71"
"849","Viktor Loov","TOR","D","4","41.833333333333","0","2","0","2","2","50.00","1","0.00","0.09","7","5","1","0","0","0","0","0","0","0","0","0","0","0","8","4","1","0","0","-"
"857","Ashton Sautner","VAN","D","5","66.8","0","2","1","1","2","40.00","3","0.00","0.14","5","4","1","1","0","0","2","1","1","0","0","0","0","0","9","4","5","0","0","-"
"861","Buddy Robinson","OTT","R","7","53.583333333333","1","1","0","1","2","66.67","9","11.11","0.82","12","10","8","5","0","1","6","3","3","0","0","0","2","1","20","6","1","0","1","0.00"
"870","Anton Blidh","BOS","L","20","177.15","1","1","1","0","2","66.67","26","3.85","2.65","47","37","23","13","4","2","7","2","1","1","0","5","4","4","44","16","4","0","0","-"
"877","Tucker Poolman","WPG","D","24","301.51666666667","1","1","1","0","2","22.22","27","3.70","0.98","63","46","7","1","2","2","0","0","0","0","0","1","14","5","20","23","18","0","0","-"
"894","Tobias Lindberg","TOR","R","6","95.033333333333","0","2","1","1","2","50.00","12","0.00","0.62","25","18","13","2","1","0","4","1","1","0","0","0","2","2","10","7","1","0","3","0.00"
"897","Ben Harpur","OTT","D","52","785.45","0","2","2","0","2","11.11","32","0.00","0.97","85","49","16","2","2","5","23","10","9","1","0","7","26","10","85","80","45","0","0","-"
"955","Sergey Tolchinsky","CAR","L","4","46.533333333333","0","2","2","0","2","100.00","3","0.00","0.18","6","3","3","1","0","0","0","0","0","0","0","0","0","1","1","6","0","0","1","0.00"
"971","Patrick Brown","CAR","C","21","224.23333333333","1","1","0","1","2","28.57","20","5.00","2.13","35","30","21","10","0","4","4","2","2","0","0","1","7","4","41","24","11","9","6","60.00"
"1025","Louie Belpedio","MIN","D","1","15.783333333333","0","2","0","2","2","100.00","0","-","0.01","4","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"1042","Matthew Highmore","CHI","C","13","157.98333333333","2","0","0","0","2","50.00","27","7.41","2.38","43","34","28","10","3","1","0","0","0","0","0","2","4","1","9","30","7","1","4","20.00"
"1130","Kalle Kossila","ANA","C, L","11","97.75","1","1","1","0","2","100.00","10","10.00","0.83","15","14","5","3","0","0","0","0","0","0","0","0","3","4","8","11","4","29","31","48.33"
"1152","Alexander Nylander","BUF","R","7","87.9","1","1","1","0","2","100.00","6","16.67","0.72","12","9","8","3","0","0","0","0","0","0","0","0","5","3","1","4","2","0","2","0.00"
"1177","Lias Andersson","NYR","C","7","83.616666666667","1","1","1","0","2","50.00","5","20.00","0.42","10","8","4","2","0","0","0","0","0","0","0","1","0","4","9","8","3","19","28","40.43"
"1195","Spencer Foo","CGY","R","4","63.416666666667","2","0","0","0","2","100.00","16","12.50","2.18","22","20","16","11","1","1","0","0","0","0","0","2","1","2","6","5","3","1","0","100.00"
"38","Martin Havlat","STL","R","2","21.783333333333","1","0","0","0","1","100.00","3","33.33","0.34","4","4","3","1","0","0","0","0","0","0","0","1","0","3","1","3","0","0","0","-"
"65","Tuomo Ruutu","N.J","L","33","379.65","0","1","1","0","1","16.67","34","0.00","3.05","52","44","35","16","1","2","8","4","4","0","0","3","8","10","63","40","8","2","3","40.00"
"192","Johan Franzen","DET","R","2","25.9","0","1","1","0","1","100.00","3","0.00","0.29","6","5","5","2","0","3","2","1","1","0","0","1","0","0","3","0","0","0","1","0.00"
"198","Nikita Nikitin","EDM","D","11","162.83333333333","0","1","0","1","1","20.00","12","0.00","0.36","33","18","5","0","0","2","8","4","4","0","0","2","4","0","14","14","9","0","0","-"
"255","Mike Angelidis","T.B","L","4","36","1","0","0","0","1","50.00","1","100.00","0.4","6","3","3","3","0","0","5","1","0","1","0","1","1","1","6","6","1","10","21","32.26"
"259","Bracken Kearns","NYI","C","4","54.166666666667","0","1","1","0","1","100.00","3","0.00","0.18","5","5","2","1","0","0","6","3","3","0","0","0","1","0","10","7","4","18","11","62.07"
"309","John Scott","ARI, MTL","L","12","78.333333333333","0","1","1","0","1","100.00","6","0.00","0.35","6","6","3","2","1","1","27","8","6","1","1","5","3","1","23","4","3","0","0","-"
"314","Rob Klinkhammer","EDM","L","14","131.76666666667","1","0","0","0","1","100.00","10","10.00","1.73","26","16","13","9","2","1","6","3","3","0","0","2","3","3","47","6","4","1","0","100.00"
"316","Luke Gazdic","EDM, N.J","L","40","258.18333333333","1","0","0","0","1","25.00","21","4.76","2.38","32","25","22","11","0","1","36","9","3","6","0","11","1","3","51","24","15","0","1","0.00"
"326","Tommy Cross","BOS","D","3","39.266666666667","0","1","1","0","1","50.00","0","-","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","3","3","1","0","0","-"
"327","Jim O'Brien","N.J, OTT","C","14","141.61666666667","0","1","1","0","1","33.33","14","0.00","0.78","20","17","12","4","0","2","2","1","1","0","0","4","3","2","17","19","7","56","57","49.56"
"351","TJ Brennan","TOR","D","7","105.68333333333","1","0","0","0","1","33.33","11","9.09","0.47","26","18","4","0","0","1","6","3","3","0","0","0","2","2","7","5","5","0","0","-"
"375","Michael Kostka","OTT","D","15","222.71666666667","0","1","0","1","1","8.33","9","0.00","1.11","17","13","3","0","1","1","4","2","2","0","0","0","6","0","7","23","20","0","0","-"
"412","Andrew Campbell","TOR","D","6","69.5","0","1","0","1","1","50.00","1","0.00","0.15","3","3","1","0","1","0","2","1","1","0","0","1","1","1","5","11","10","0","0","-"
"416","Michal Jordan","CAR","D","36","545.9","1","0","0","0","1","5.26","36","2.78","1.3","76","49","15","2","2","2","12","6","6","0","0","3","8","6","24","59","34","0","0","-"
"446","Zach Sill","WSH","C","10","99.333333333333","1","0","0","0","1","33.33","13","7.69","0.78","23","16","9","4","0","1","2","1","1","0","0","2","3","4","20","9","6","33","44","42.86"
"451","Dylan Olsen","FLA","D","8","110.01666666667","0","1","1","0","1","33.33","9","0.00","0.19","13","11","2","0","0","0","2","1","1","0","0","0","1","0","6","9","7","0","0","-"
"491","Anton Rodin","VAN","R","3","26.733333333333","0","1","0","1","1","100.00","2","0.00","0.13","5","3","2","0","0","1","0","0","0","0","0","0","1","2","0","2","1","0","0","-"
"510","Wade Megan","STL","C","4","34.75","1","0","0","0","1","50.00","7","14.29","0.52","8","8","4","3","0","0","0","0","0","0","0","0","0","0","2","2","0","14","15","48.28"
"528","Craig Cunningham","ARI","L","10","100.83333333333","0","1","0","1","1","50.00","13","0.00","0.86","18","16","11","5","0","0","2","1","1","0","0","1","1","2","15","11","4","2","1","66.67"
"531","Mike Liambas","ANA, NSH","L","8","41.716666666667","0","1","1","0","1","100.00","3","0.00","0.17","3","3","2","1","0","0","21","6","3","3","0","3","1","1","16","6","1","0","2","0.00"
"569","Brandon Gormley","COL","D","26","316.56666666667","0","1","0","1","1","7.69","11","0.00","0.43","32","21","6","0","0","0","8","4","4","0","0","1","12","5","18","30","19","0","0","-"
"625","Erik Burgdoerfer","BUF, OTT","D","4","49.166666666667","0","1","1","0","1","50.00","4","0.00","0.13","5","5","1","0","0","1","0","0","0","0","0","0","1","0","10","6","2","0","0","-"
"627","Ben Street","COL, DET","C","13","100.91666666667","0","1","1","0","1","33.33","16","0.00","1.5","21","20","14","6","0","1","4","2","2","0","0","1","4","0","9","14","4","26","21","55.32"
"632","Steve Oleksy","PIT","D","11","150.66666666667","0","1","0","1","1","16.67","11","0.00","0.4","27","18","6","0","0","1","24","9","7","2","0","4","1","1","20","28","19","0","0","-"
"657","Travis Boyd","WSH","C","8","70.6","0","1","1","0","1","33.33","2","0.00","0.2","5","4","3","2","0","1","2","1","1","0","0","0","0","0","2","10","1","18","18","50.00"
"718","Tyler Wotherspoon","CGY","D","15","199.46666666667","0","1","0","1","1","20.00","13","0.00","0.58","38","20","10","2","1","3","0","0","0","0","0","0","10","2","17","12","18","0","0","-"
"749","Turner Elson","CGY","C","1","14.9","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","-"
"750","Samuel Henley","COL","C","1","5.3","1","0","0","0","1","100.00","1","100.00","0.02","1","1","0","0","0","0","2","1","1","0","0","0","0","0","2","0","0","0","1","0.00"
"754","Kurtis Gabriel","MIN","R","16","89.133333333333","0","1","0","1","1","33.33","4","0.00","0.29","7","6","2","2","0","0","39","9","2","7","0","7","3","1","30","15","1","0","0","-"
"758","Cole Schneider","BUF","L","6","53.816666666667","0","1","1","0","1","50.00","11","0.00","0.69","15","13","6","3","1","0","0","0","0","0","0","0","0","0","6","0","2","0","0","-"
"773","Griffin Reinhart","EDM","D","29","523.98333333333","0","1","0","1","1","6.67","24","0.00","1.25","61","34","16","2","2","3","20","10","10","0","0","4","26","6","62","42","46","0","0","-"
"843","Christoph Bertschy","MIN","C","9","66.883333333333","0","1","0","1","1","50.00","8","0.00","0.39","9","9","4","2","0","1","8","4","4","0","0","0","1","0","14","7","5","0","0","-"
"850","Jaycob Megna","ANA","D","15","235.31666666667","0","1","1","0","1","14.29","7","0.00","0.34","20","14","4","0","0","0","2","1","1","0","0","2","5","4","6","18","30","0","0","-"
"856","JC Lipon","WPG","R","9","62.7","0","1","0","1","1","100.00","4","0.00","0.25","7","4","4","1","0","0","5","1","0","1","0","2","0","1","29","7","2","0","0","-"
"917","Nick Sorensen","ANA","R","5","54.45","0","1","0","1","1","100.00","7","0.00","0.37","9","8","5","1","0","1","2","1","1","0","0","0","0","0","2","6","3","1","0","100.00"
"919","Dillon Heatherington","DAL","D","6","65.1","0","1","0","1","1","25.00","6","0.00","0.12","10","9","0","0","0","0","26","6","3","2","1","6","1","0","7","2","2","0","0","-"
"951","Jean-Sebastien Dea","PIT","C","6","38.75","1","0","0","0","1","100.00","2","50.00","0.27","4","3","2","1","1","0","4","2","2","0","0","1","1","0","12","2","1","11","12","47.83"
"956","Nathan Walker","EDM, WSH","L","9","85.016666666667","1","0","0","0","1","33.33","6","16.67","0.29","11","7","5","1","0","0","6","3","3","0","0","4","1","0","18","13","1","0","0","-"
"964","Michael Zalewski","VAN","L","4","43.616666666667","0","1","1","0","1","100.00","2","0.00","0.19","4","4","2","1","0","0","2","1","1","0","0","0","1","0","7","5","1","6","4","60.00"
"1011","Brendan Lemieux","WPG","L","9","71.466666666667","1","0","0","0","1","33.33","6","16.67","0.33","10","8","4","1","0","0","21","5","3","1","1","5","2","1","12","8","1","0","0","-"
"1023","Brett Lernout","MTL","D","21","345.53333333333","0","1","0","1","1","14.29","17","0.00","0.36","42","28","4","0","1","4","6","3","3","0","0","0","11","4","65","27","21","0","0","-"
"1033","Shane Gersich","WSH","L","3","27.05","0","1","1","0","1","100.00","4","0.00","0.25","6","4","3","2","0","0","0","0","0","0","0","0","0","3","0","4","2","0","0","-"
"1044","Dryden Hunt","FLA","L","11","116.18333333333","0","1","1","0","1","inf","12","0.00","0.61","23","20","4","2","0","0","2","1","1","0","0","2","4","3","22","18","4","1","3","25.00"
"1049","Matt Lorito","DET","L","2","28.866666666667","0","1","0","1","1","50.00","6","0.00","0.46","8","7","6","2","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","-"
"1062","Jordan Greenway","MIN","L","6","68.65","0","1","1","0","1","50.00","4","0.00","0.34","7","6","5","1","0","0","0","0","0","0","0","0","2","2","5","13","3","0","5","0.00"
"1121","Sami Niku","WPG","D","1","15.216666666667","1","0","0","0","1","33.33","2","50.00","0.18","3","2","2","1","0","0","0","0","0","0","0","0","0","1","0","1","3","0","0","-"
"1124","Ryan Lomberg","CGY","L","7","43.75","0","1","1","0","1","33.33","5","0.00","0.27","6","5","2","2","0","1","15","3","0","3","0","9","1","0","11","5","1","0","2","0.00"
"1143","Logan Brown","OTT","C","4","32.516666666667","0","1","0","1","1","50.00","4","0.00","0.47","7","6","6","3","0","0","0","0","0","0","0","0","4","2","1","2","1","4","8","33.33"
"1148","Henrik Borgstrom","FLA","C","4","50.633333333333","1","0","0","0","1","33.33","6","16.67","0.63","10","8","5","4","1","1","0","0","0","0","0","1","2","2","1","3","1","15","22","40.54"
"1161","Blake Hillman","CHI","D","4","72.116666666667","1","0","0","0","1","100.00","5","20.00","0.07","10","7","1","0","0","0","0","0","0","0","0","0","0","0","5","8","8","0","0","-"
"1164","Vadim Shipachyov","VGK","C","3","31.766666666667","1","0","0","0","1","33.33","3","33.33","0.55","8","8","5","1","0","0","2","1","1","0","0","1","0","0","1","5","0","12","9","57.14"
"1174","Owen Tippett","FLA","R","7","77.816666666667","1","0","0","0","1","33.33","17","5.88","1.01","31","21","11","1","0","1","0","0","0","0","0","0","2","2","3","1","4","0","2","0.00"
"1181","C.J. Smith","BUF","L","2","23.066666666667","0","1","1","0","1","50.00","2","0.00","0.11","4","3","1","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","-"
"1188","Victor Ejdsell","CHI","C","6","79.9","0","1","0","1","1","33.33","7","0.00","0.34","16","8","9","0","0","0","0","0","0","0","0","0","0","2","6","11","6","20","40","33.33"
"1189","Calle Rosen","TOR","D","4","51.15","0","1","0","1","1","100.00","5","0.00","0.25","13","8","5","0","0","2","4","2","2","0","0","1","1","2","1","3","0","0","0","-"
"1192","Henrik Haapala","FLA","L","5","68.5","0","1","0","1","1","50.00","3","0.00","0.4","3","3","2","1","0","0","0","0","0","0","0","0","4","0","5","5","3","0","0","-"
"1199","Daniel Brickley","L.A","D","1","10.8","0","1","0","1","1","100.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"3","Eric Boulton","NYI","L","6","56.916666666667","0","0","0","0","0","0.00","3","0.00","0.4","5","3","3","1","0","0","2","1","1","0","0","1","2","1","15","3","0","0","0","-"
"17","Andrew Ference","EDM","D","6","78.35","0","0","0","0","0","0.00","4","0.00","0.11","11","6","4","0","0","0","6","3","3","0","0","0","2","0","10","7","5","0","0","-"
"22","Brad Stuart","COL","D","6","84","0","0","0","0","0","0.00","0","-","0.06","4","3","1","0","0","0","0","0","0","0","0","0","3","0","11","7","7","0","0","-"
"70","Tim Jackman","ANA","R","2","11.466666666667","0","0","0","0","0","-","1","0.00","0.09","1","1","1","1","0","0","4","2","2","0","0","1","1","0","2","3","0","0","0","-"
"108","James Wisniewski","CAR","D","1","0.78333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"109","Daniel Paille","NYR","L","12","136.9","0","0","0","0","0","0.00","11","0.00","1","16","13","10","7","1","2","0","0","0","0","0","2","2","5","16","14","9","0","1","0.00"
"113","Nate Guenin","COL","D","29","378.75","0","0","0","0","0","0.00","10","0.00","0.25","26","16","3","0","0","2","2","1","1","0","0","1","6","2","15","29","33","0","0","-"
"117","Andre Benoit","STL","D","2","27.166666666667","0","0","0","0","0","0.00","0","-","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4","5","0","0","-"
"146","Clarke MacArthur","OTT","L","8","97.383333333333","0","0","0","0","0","0.00","9","0.00","0.84","21","14","12","4","2","0","0","0","0","0","0","1","1","1","7","7","2","0","2","0.00"
"147","Corey Potter","NSH","D","1","14.733333333333","0","0","0","0","0","-","0","-","0.01","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"149","Tyson Strachan","MIN","D","2","15.1","0","0","0","0","0","0.00","0","-","0.03","2","1","1","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","-"
"171","Ladislav Smid","CGY","D","22","254.88333333333","0","0","0","0","0","0.00","11","0.00","0.36","24","15","6","1","0","1","6","3","3","0","0","3","4","1","39","14","33","0","0","-"
"177","Jeff Schultz","L.A","D","1","18.25","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","-"
"239","Marc-Andre Gragnani","N.J","D","4","57.45","0","0","0","0","0","-","0","-","0.13","9","4","4","0","1","0","2","1","1","0","0","0","1","1","1","1","1","0","0","-"
"240","Cody Bass","NSH","C","26","191.16666666667","0","0","0","0","0","0.00","12","0.00","0.5","19","15","8","4","0","0","36","9","3","6","0","10","1","4","40","24","12","12","11","52.17"
"241","Chris Butler","STL","D","12","158.8","0","0","0","0","0","0.00","7","0.00","0.16","17","8","5","0","0","2","6","3","3","0","0","0","5","0","6","9","13","0","0","-"
"251","Joe Vitale","ARI","C","1","6.2166666666667","0","0","0","0","0","0.00","1","0.00","0.12","2","2","2","2","0","0","5","1","0","1","0","3","0","0","1","2","0","0","1","0.00"
"267","Bud Holloway","MTL","C","1","7.3166666666667","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","1","2","0","1","0","0","1","0.00"
"269","Will O'Neill","PHI","D","1","9.4166666666667","0","0","0","0","0","-","3","0.00","0.06","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","-"
"293","John McCarthy","S.J","C","1","7.0833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","1","0.00"
"303","Chris Summers","NYR","D","3","46.166666666667","0","0","0","0","0","0.00","5","0.00","0.45","7","6","2","2","0","0","4","2","2","0","0","2","0","0","4","3","1","0","0","-"
"307","Victor Bartley","MTL, NSH","D","10","133.18333333333","0","0","0","0","0","0.00","8","0.00","0.34","16","14","2","2","0","2","6","3","3","0","0","0","7","0","21","17","17","0","0","-"
"312","Trevor Smith","NSH","C","1","7.3333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","8","0.00"
"321","Alex Grant","ARI","D","5","66.166666666667","0","0","0","0","0","0.00","4","0.00","0.29","10","5","6","2","0","1","7","2","1","1","0","2","0","1","7","7","2","0","0","-"
"328","Eric Tangradi","DET","L","1","6.9166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0.00"
"353","Corey Tropp","ANA","R","1","9.4666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-"
"376","Bryan Lerg","S.J","C","6","53.25","0","0","0","0","0","0.00","4","0.00","0.26","7","5","3","2","1","0","0","0","0","0","0","0","0","0","13","2","3","17","16","51.52"
